Age Range,SN,Price
"(36, 40]",Saisrilis27,
"(36, 40]",Saistyphos30,
"(36, 40]",Salilis27,4.23
"(36, 40]",Sally64,
"(36, 40]",Sastydeu50,
"(36, 40]",Sausosia74,
"(36, 40]",Seolollo93,
"(36, 40]",Seosrim97,
"(36, 40]",Seudaillorap38,
"(36, 40]",Seuthep89,
"(36, 40]",Shaidanu32,
"(36, 40]",Shidai42,
"(36, 40]",Siala43,
"(36, 40]",Siallylis44,
"(36, 40]",Siana77,
"(36, 40]",Siarithria38,6.91
"(36, 40]",Sida61,
"(36, 40]",Sidap51,
"(36, 40]",Silaera56,
"(36, 40]",Siralsudeu54,
"(36, 40]",Sisur91,
"(36, 40]",Smaistysu35,
"(36, 40]",Sondadar26,
"(36, 40]",Sondadarya58,
"(36, 40]",Sondassan80,
"(36, 40]",Sondassasya91,
"(36, 40]",Sondastsda82,
"(36, 40]",Sondilsaya62,
"(36, 40]",Sondim68,
"(36, 40]",Sondim73,
"(36, 40]",Sondimla25,
"(36, 40]",Sondistanya61,
"(36, 40]",Sondossa69,
"(36, 40]",Strithenu87,
"(36, 40]",Styaduen40,
"(36, 40]",Sundadar27,
"(36, 40]",Sundadarla27,
"(36, 40]",Sundassa93,
"(36, 40]",Sundim98,
"(36, 40]",Sundirrala66,
"(36, 40]",Sundista37,
"(36, 40]",Sundjask71,
"(36, 40]",Syally44,
"(36, 40]",Syalollorap93,
"(36, 40]",Syathe73,
"(36, 40]",Syathecal44,
"(36, 40]",Taeduenu92,
"(36, 40]",Thourdirra92,
"(36, 40]",Thrientossa55,
"(36, 40]",Thryallym62,
"(36, 40]",Tyaedainu44,
"(36, 40]",Tyaelaelis94,
"(36, 40]",Tyaelistidru84,
"(36, 40]",Tyaelly53,
"(36, 40]",Tyaelo67,4.88
"(36, 40]",Tyaelorap29,
"(36, 40]",Tyaenasti87,
"(36, 40]",Tyaerith73,
"(36, 40]",Tyalaesu89,
"(36, 40]",Tyananurgue44,
"(36, 40]",Tyarithn67,
"(36, 40]",Tyeoralru41,
"(36, 40]",Tyeosri53,
"(36, 40]",Tyeudariasuir90,
"(36, 40]",Tyeuduen32,
"(36, 40]",Tyeurith29,
"(36, 40]",Tyialisti80,
"(36, 40]",Tyialisudeu65,
"(36, 40]",Tyida79,
"(36, 40]",Tyidaim51,
"(36, 40]",Tyidainu31,
"(36, 40]",Tyirinu79,
"(36, 40]",Tyisur83,
"(36, 40]",Umolrian85,
"(36, 40]",Undare39,
"(36, 40]",Undassa89,
"(36, 40]",Undilsan50,
"(36, 40]",Undimsya85,
"(36, 40]",Undirra73,
"(36, 40]",Undirrala66,
"(36, 40]",Undirrasta89,
"(36, 40]",Undista85,
"(36, 40]",Undjask33,
"(36, 40]",Undjaskla97,
"(36, 40]",Undosia27,
"(36, 40]",Undosian34,
"(36, 40]",Undotesta33,
"(36, 40]",Wailin72,
"(36, 40]",Yadacal26,
"(36, 40]",Yadaisuir65,
"(36, 40]",Yadam35,
"(36, 40]",Yadanu52,
"(36, 40]",Yadaphos40,
"(36, 40]",Yalae81,
"(36, 40]",Yalaeria91,
"(36, 40]",Yaliru88,
"(36, 40]",Yalo85,
"(36, 40]",Yalostiphos68,
"(36, 40]",Yana46,
"(36, 40]",Yarithllodeu72,
"(36, 40]",Yarithrgue83,
"(36, 40]",Yarithrin84,
"(36, 40]",Yarithsurgue62,
"(36, 40]",Yarolwen77,
"(36, 40]",Yasrisu92,
"(36, 40]",Yastyriaphos75,
"(36, 40]",Yasur35,
"(36, 40]",Yasur85,
"(36, 40]",Yathecal72,
"(36, 40]",Yathecal82,
"(36, 40]",Yathedeu43,
"(36, 40]",Yoishirrala98,
"(36, 40]",Zhisrisu83,
"(36, 40]",Zontibe81,
"(40, 44]",Adairialis76,
"(40, 44]",Adastirin33,
"(40, 44]",Aeda94,
"(40, 44]",Aela59,
"(40, 44]",Aelaria33,
"(40, 44]",Aelastirin39,
"(40, 44]",Aelidru27,
"(40, 44]",Aelin32,
"(40, 44]",Aelly27,
"(40, 44]",Aellynun67,
"(40, 44]",Aellyria80,
"(40, 44]",Aelollo59,
"(40, 44]",Aenarap34,
"(40, 44]",Aeral43,
"(40, 44]",Aeral68,4.0
"(40, 44]",Aeral97,
"(40, 44]",Aeralria27,
"(40, 44]",Aeralstical35,
"(40, 44]",Aeri84,
"(40, 44]",Aerillorin70,
"(40, 44]",Aerithllora36,
"(40, 44]",Aerithnucal56,
"(40, 44]",Aerithnuphos61,
"(40, 44]",Aerithriaphos45,
"(40, 44]",Aerithriaphos46,
"(40, 44]",Aesri53,
"(40, 44]",Aesty53,
"(40, 44]",Aestysu37,
"(40, 44]",Aesur96,
"(40, 44]",Aesurstilis64,
"(40, 44]",Aethedru70,
"(40, 44]",Aidai53,
"(40, 44]",Aidai61,
"(40, 44]",Aidai73,
"(40, 44]",Aidaillodeu39,
"(40, 44]",Aidain51,
"(40, 44]",Aidaira26,
"(40, 44]",Aiduecal76,
"(40, 44]",Aiduesu86,
"(40, 44]",Aillyriadru65,
"(40, 44]",Aillyrin83,
"(40, 44]",Aina42,
"(40, 44]",Aina43,
"(40, 44]",Airi27,
"(40, 44]",Aisur51,
"(40, 44]",Aisurdru79,
"(40, 44]",Aisurria69,
"(40, 44]",Aithelis62,
"(40, 44]",Alaephos75,
"(40, 44]",Alaesu77,
"(40, 44]",Alaesu91,
"(40, 44]",Alarap40,
"(40, 44]",Ali84,
"(40, 44]",Alim85,
"(40, 44]",Alo38,
"(40, 44]",Anallorgue57,
"(40, 44]",Ardcil81,
"(40, 44]",Ardonmol96,
"(40, 44]",Arin32,
"(40, 44]",Arirgue63,
"(40, 44]",Assassa81,
"(40, 44]",Assassasta79,
"(40, 44]",Assastnya25,
"(40, 44]",Assehoan67,
"(40, 44]",Assesi91,
"(40, 44]",Assilsan72,
"(40, 44]",Assim27,
"(40, 44]",Assirra56,
"(40, 44]",Assistasda42,
"(40, 44]",Assistasda90,
"(40, 44]",Assjaskan56,
"(40, 44]",Assjaskan73,
"(40, 44]",Assosia88,
"(40, 44]",Assylla81,
"(40, 44]",Asty82,
"(40, 44]",Asur53,
"(40, 44]",Asur96,
"(40, 44]",Baelollodeu94,
"(40, 44]",Bartassaya73,
"(40, 44]",Caesrinusuir82,
"(40, 44]",Ceoral34,
"(40, 44]",Chadadarla74,
"(40, 44]",Chadilsasta32,
"(40, 44]",Chadirra90,
"(40, 44]",Chadista79,
"(40, 44]",Chadistaya75,
"(40, 44]",Chadjask77,
"(40, 44]",Chadjask85,
"(40, 44]",Chadolyla44,
"(40, 44]",Chadossa56,
"(40, 44]",Chadossa89,
"(40, 44]",Chamadar79,
"(40, 44]",Chamadarnya73,
"(40, 44]",Chamadarsda63,
"(40, 44]",Chamalo71,
"(40, 44]",Chamassasya86,
"(40, 44]",Chamast86,
"(40, 44]",Chamastya76,
"(40, 44]",Chamilsala65,
"(40, 44]",Chamiman85,
"(40, 44]",Chamimla73,
"(40, 44]",Chamimla85,
"(40, 44]",Chamirra53,
"(40, 44]",Chamirrasya33,
"(40, 44]",Chamirraya83,
"(40, 44]",Chamistast30,
"(40, 44]",Chamjask73,
"(40, 44]",Chamjaskya75,
"(40, 44]",Chamossa77,
"(40, 44]",Chanadar44,
"(40, 44]",Chanastnya43,
"(40, 44]",Chanastsda67,
"(40, 44]",Chanastst38,
"(40, 44]",Chanastya70,
"(40, 44]",Chanilsasda38,
"(40, 44]",Chanilsast61,
"(40, 44]",Chanirra64,
"(40, 44]",Chanirra79,
"(40, 44]",Chanirrala39,
"(40, 44]",Chanirrasta87,
"(40, 44]",Chanista95,
"(40, 44]",Chanjask65,
"(40, 44]",Chanjaskan89,
"(40, 44]",Chanosia34,
"(40, 44]",Chanosia60,
"(40, 44]",Chanosian48,
"(40, 44]",Chanosiaya39,1.97
"(40, 44]",Chanossanya44,
"(40, 44]",Chanossast57,
"(40, 44]",Chanuchi25,
"(40, 44]",Cosadar58,
"(40, 44]",Dyally87,
"(40, 44]",Ealiril69,
"(40, 44]",Ealrion88,
"(40, 44]",Ennalmol65,
"(40, 44]",Ennoncil86,
"(40, 44]",Ennrian78,
"(40, 44]",Eodailis27,
"(40, 44]",Eodairu79,
"(40, 44]",Eodaisu60,
"(40, 44]",Eolan54,
"(40, 44]",Eoral49,
"(40, 44]",Eoralrap26,
"(40, 44]",Eosrirgue62,
"(40, 44]",Eosurdru76,
"(40, 44]",Eratiel90,
"(40, 44]",Ermol76,
"(40, 44]",Errian63,
"(40, 44]",Eryon48,
"(40, 44]",Ethralista69,
"(40, 44]",Ethrasyon38,
"(40, 44]",Ethriel85,
"(40, 44]",Ethron58,
"(40, 44]",Eudanu32,
"(40, 44]",Eudanu84,
"(40, 44]",Eulae84,
"(40, 44]",Eulaestira36,
"(40, 44]",Eulanurin88,
"(40, 44]",Eulasuir89,
"(40, 44]",Eulolis41,
"(40, 44]",Eurisuru25,
"(40, 44]",Eurithphos97,
"(40, 44]",Eusri26,
"(40, 44]",Eusri44,
"(40, 44]",Eusri70,
"(40, 44]",Eustyria89,
"(40, 44]",Eusur90,
"(40, 44]",Eusurdeu49,
"(40, 44]",Euthe35,
"(40, 44]",Eyircil84,
"(40, 44]",Eyista89,
"(40, 44]",Eyrian71,
"(40, 44]",Farrian71,
"(40, 44]",Farusrian86,
"(40, 44]",Filrion59,
"(40, 44]",Filrion83,
"(40, 44]",Filurarn35,
"(40, 44]",Firan91,
"(40, 44]",Firatan58,
"(40, 44]",Firon67,
"(40, 44]",Fironon91,
"(40, 44]",Frichadar89,
"(40, 44]",Frichadaran88,
"(40, 44]",Frichast28,
"(40, 44]",Frichaststa61,
"(40, 44]",Frichaya88,3.93
"(40, 44]",Frichilsa31,
"(40, 44]",Frichim77,
"(40, 44]",Frichirranya75,
"(40, 44]",Frichjask31,
"(40, 44]",Frichjaskan98,
"(40, 44]",Frichocesta66,
"(40, 44]",Frichosia58,
"(40, 44]",Frichosiala98,
"(40, 44]",Frichossala54,
"(40, 44]",Frichynde86,
"(40, 44]",Hada39,
"(40, 44]",Haedairiadru51,
"(40, 44]",Haeladil46,
"(40, 44]",Haellysu29,
"(40, 44]",Haerith37,
"(40, 44]",Haerithp41,
"(40, 44]",Haestyphos66,
"(40, 44]",Hailaphos89,
"(40, 44]",Haillyrgue51,
"(40, 44]",Haisrisuir60,
"(40, 44]",Haisurra41,
"(40, 44]",Hala31,
"(40, 44]",Halaecal66,
"(40, 44]",Hallysucal81,
"(40, 44]",Hari50,
"(40, 44]",Hariphos58,
"(40, 44]",Heollyra92,
"(40, 44]",Heollyriap59,
"(40, 44]",Heosurnuru52,
"(40, 44]",Heudai45,
"(40, 44]",Heuli25,
"(40, 44]",Heunadil74,
"(40, 44]",Hiaral50,
"(40, 44]",Hiarideu73,
"(40, 44]",Hiasri33,
"(40, 44]",Hiasurria41,1.61
"(40, 44]",Hilaerin92,
"(40, 44]",Hiral75,
"(40, 44]",Hirirap39,
"(40, 44]",Hisridru55,
"(40, 44]",Hyaduesu61,
"(40, 44]",Iadueria43,
"(40, 44]",Ialallo29,
"(40, 44]",Ialidru40,
"(40, 44]",Iana95,
"(40, 44]",Iarallo65,
"(40, 44]",Iaralrgue74,
"(40, 44]",Iaralsuir44,
"(40, 44]",Iarilis73,
"(40, 44]",Iasrira89,
"(40, 44]",Iasur80,
"(40, 44]",Iasurriacal29,
"(40, 44]",Iasursti71,
"(40, 44]",Iathem87,
"(40, 44]",Iathenudil29,
"(40, 44]",Idacal95,
"(40, 44]",Idai61,
"(40, 44]",Idaidil28,
"(40, 44]",Idairin51,
"(40, 44]",Idaisuir85,
"(40, 44]",Idastidru52,
"(40, 44]",Iduelis31,
"(40, 44]",Iduenu77,
"(40, 44]",Ilaesudil92,
"(40, 44]",Ilarin91,
"(40, 44]",Ilassa51,
"(40, 44]",Ilassast39,
"(40, 44]",Ilast79,
"(40, 44]",Ilastilis78,
"(40, 44]",Ili43,
"(40, 44]",Ililsan66,
"(40, 44]",Ililsasya43,
"(40, 44]",Ilimya66,
"(40, 44]",Ilirrasda54,
"(40, 44]",Ilista82,
"(40, 44]",Iljask75,
"(40, 44]",Ilmol66,
"(40, 44]",Ilosia37,
"(40, 44]",Ilosian36,
"(40, 44]",Ilosianya35,
"(40, 44]",Ilunyon70,
"(40, 44]",Ina92,
"(40, 44]",Inasti31,
"(40, 44]",Inasuir29,
"(40, 44]",Indcil77,
"(40, 44]",Indirrian56,
"(40, 44]",Indonmol95,
"(40, 44]",Ingatcil75,
"(40, 44]",Inguron55,
"(40, 44]",Iral74,
"(40, 44]",Iri67,
"(40, 44]",Irilis75,
"(40, 44]",Irillo49,
"(40, 44]",Irith83,
"(40, 44]",Irithlis29,
"(40, 44]",Iskadarya95,
"(40, 44]",Iskichinya81,
"(40, 44]",Iskim66,
"(40, 44]",Iskim96,
"(40, 44]",Iskirra45,
"(40, 44]",Iskjaskst81,
"(40, 44]",Iskosia90,
"(40, 44]",Iskosian40,
"(40, 44]",Iskossasda43,
"(40, 44]",Isri34,
"(40, 44]",Isty55,
"(40, 44]",Isurria36,
"(40, 44]",Isursti83,
"(40, 44]",Isursuir31,3.39
"(40, 44]",Ithergue48,
"(40, 44]",Itheria73,
"(40, 44]",Jeyciman68,
"(40, 44]",Jiskadarst60,
"(40, 44]",Jiskassa76,
"(40, 44]",Jiskimsda56,
"(40, 44]",Jiskimya77,
"(40, 44]",Jiskirran77,
"(40, 44]",Jiskjask60,
"(40, 44]",Jiskjask80,
"(40, 44]",Jiskjask85,
"(40, 44]",Jiskossa61,
"(40, 44]",Laedallo55,
"(40, 44]",Lalossa38,
"(40, 44]",Lamil79,
"(40, 44]",Lassadarsda57,
"(40, 44]",Lassassasda30,
"(40, 44]",Lassassast73,
"(40, 44]",Lassilsala30,
"(40, 44]",Lassimla92,
"(40, 44]",Lassirrasda85,
"(40, 44]",Lassjask63,
"(40, 44]",Lassjaskan73,
"(40, 44]",Layjask75,
"(40, 44]",Leetirraya83,
"(40, 44]",Leyirra83,
"(40, 44]",Liawista80,
"(40, 44]",Lirtassa52,
"(40, 44]",Lirtassan78,
"(40, 44]",Lirtastan49,
"(40, 44]",Lirtastsda29,
"(40, 44]",Lirtastsya71,
"(40, 44]",Lirtilsa71,
"(40, 44]",Lirtilsa72,
"(40, 44]",Lirtim36,
"(40, 44]",Lirtimst73,
"(40, 44]",Lirtirra37,
"(40, 44]",Lirtirra81,
"(40, 44]",Lirtistanya48,
"(40, 44]",Lirtosia63,
"(40, 44]",Lirtossa60,
"(40, 44]",Lirtossa84,
"(40, 44]",Lisadar44,
"(40, 44]",Lisasi93,
"(40, 44]",Lisassa64,
"(40, 44]",Lisassala98,
"(40, 44]",Lisassasda39,
"(40, 44]",Lisassasta50,
"(40, 44]",Lisast87,
"(40, 44]",Lisast98,
"(40, 44]",Lisico81,
"(40, 44]",Lisilsa62,
"(40, 44]",Lisim51,
"(40, 44]",Lisim78,
"(40, 44]",Lisiriya82,
"(40, 44]",Lisirra25,
"(40, 44]",Lisirra58,
"(40, 44]",Lisirra87,
"(40, 44]",Lisista27,
"(40, 44]",Lisista54,
"(40, 44]",Lisista63,
"(40, 44]",Lisjaskan36,
"(40, 44]",Lisjaskya84,
"(40, 44]",Lisopela58,
"(40, 44]",Lisosia66,
"(40, 44]",Lisosia93,
"(40, 44]",Lisossa25,
"(40, 44]",Lisossa46,
"(40, 44]",Lisossala30,
"(40, 44]",Lisossanya98,
"(40, 44]",Lisotesta51,
"(40, 44]",Lisovynya38,
"(40, 44]",Malarrian73,
"(40, 44]",Malil90,
"(40, 44]",Malon70,
"(40, 44]",Maluncil97,
"(40, 44]",Malunil62,
"(40, 44]",Maradaran90,
"(40, 44]",Maradarnya40,
"(40, 44]",Marassa62,
"(40, 44]",Marast30,
"(40, 44]",Maridisya31,
"(40, 44]",Marilsa69,
"(40, 44]",Marilsanya48,
"(40, 44]",Marilsasya33,
"(40, 44]",Marim28,
"(40, 44]",Marirrasta50,
"(40, 44]",Marjask87,
"(40, 44]",Marokian45,
"(40, 44]",Maropast28,
"(40, 44]",Marughi89,
"(40, 44]",Marundi65,
"(40, 44]",Marynde90,
"(40, 44]",Meosridil82,
"(40, 44]",Mindadaran26,
"(40, 44]",Mindesi74,
"(40, 44]",Mindetosya30,
"(40, 44]",Mindilsa34,
"(40, 44]",Mindilsa60,
"(40, 44]",Mindimnya67,
"(40, 44]",Mindirranya33,
"(40, 44]",Mindista32,
"(40, 44]",Mindjasksya61,
"(40, 44]",Mindossa76,4.93
"(40, 44]",Minduli80,
"(40, 44]",Minduri31,
"(40, 44]",Nitherian58,
"(40, 44]",Palatyon26,
"(40, 44]",Palyon91,
"(40, 44]",Peorith44,
"(40, 44]",Phaedasurap84,
"(40, 44]",Phaedue89,
"(40, 44]",Phaelap26,
"(40, 44]",Phaena87,
"(40, 44]",Phaestycal84,
"(40, 44]",Pheodai94,
"(40, 44]",Pheodaisun84,
"(40, 44]",Pheosrinudeu70,
"(40, 44]",Pheosurllorin41,
"(40, 44]",Pheulidil31,
"(40, 44]",Pheusrical25,
"(40, 44]",Pheutherin27,
"(40, 44]",Phiallylis33,
"(40, 44]",Phiarithdeu40,
"(40, 44]",Philodil43,
"(40, 44]",Phiristi62,
"(40, 44]",Phistym51,
"(40, 44]",Phistyn52,
"(40, 44]",Phyali88,
"(40, 44]",Poshilsa82,
"(40, 44]",Qarirwen82,
"(40, 44]",Qilalista41,
"(40, 44]",Qilanrion65,
"(40, 44]",Qilatista90,
"(40, 44]",Qilunan34,
"(40, 44]",Quaecjask96,
"(40, 44]",Quanenrian83,
"(40, 44]",Quanrion96,
"(40, 44]",Quanunwen42,
"(40, 44]",Quaranmol58,
"(40, 44]",Quarrion42,
"(40, 44]",Quilassa66,
"(40, 44]",Quinarap53,
"(40, 44]",Raesty92,
"(40, 44]",Raillydeu47,
"(40, 44]",Rairin89,
"(40, 44]",Rairith81,
"(40, 44]",Raisty38,
"(40, 44]",Rarallo90,
"(40, 44]",Rastynusuir31,
"(40, 44]",Raysistast71,
"(40, 44]",Reulae52,
"(40, 44]",Reunasu60,
"(40, 44]",Rianistast50,
"(40, 44]",Rilaera56,
"(40, 44]",Ririp86,
"(40, 44]",Risty84,
"(40, 44]",Ristydru66,
"(40, 44]",Rithe53,
"(40, 44]",Ryanara76,
"(40, 44]",Saedaiphos46,
"(40, 44]",Saelaephos52,
"(40, 44]",Saena74,
"(40, 44]",Saena89,
"(40, 44]",Saerallora71,
"(40, 44]",Saesrideu94,
"(40, 44]",Saida58,
"(40, 44]",Saisrilis27,
"(40, 44]",Saistyphos30,
"(40, 44]",Salilis27,
"(40, 44]",Sally64,
"(40, 44]",Sastydeu50,
"(40, 44]",Sausosia74,
"(40, 44]",Seolollo93,
"(40, 44]",Seosrim97,
"(40, 44]",Seudaillorap38,
"(40, 44]",Seuthep89,
"(40, 44]",Shaidanu32,
"(40, 44]",Shidai42,
"(40, 44]",Siala43,
"(40, 44]",Siallylis44,
"(40, 44]",Siana77,
"(40, 44]",Siarithria38,
"(40, 44]",Sida61,
"(40, 44]",Sidap51,
"(40, 44]",Silaera56,
"(40, 44]",Siralsudeu54,
"(40, 44]",Sisur91,
"(40, 44]",Smaistysu35,
"(40, 44]",Sondadar26,
"(40, 44]",Sondadarya58,
"(40, 44]",Sondassan80,
"(40, 44]",Sondassasya91,
"(40, 44]",Sondastsda82,
"(40, 44]",Sondilsaya62,
"(40, 44]",Sondim68,
"(40, 44]",Sondim73,
"(40, 44]",Sondimla25,
"(40, 44]",Sondistanya61,
"(40, 44]",Sondossa69,
"(40, 44]",Strithenu87,
"(40, 44]",Styaduen40,
"(40, 44]",Sundadar27,
"(40, 44]",Sundadarla27,
"(40, 44]",Sundassa93,
"(40, 44]",Sundim98,
"(40, 44]",Sundirrala66,
"(40, 44]",Sundista37,
"(40, 44]",Sundjask71,
"(40, 44]",Syally44,
"(40, 44]",Syalollorap93,
"(40, 44]",Syathe73,
"(40, 44]",Syathecal44,
"(40, 44]",Taeduenu92,
"(40, 44]",Thourdirra92,
"(40, 44]",Thrientossa55,
"(40, 44]",Thryallym62,
"(40, 44]",Tyaedainu44,
"(40, 44]",Tyaelaelis94,
"(40, 44]",Tyaelistidru84,
"(40, 44]",Tyaelly53,
"(40, 44]",Tyaelo67,
"(40, 44]",Tyaelorap29,
"(40, 44]",Tyaenasti87,
"(40, 44]",Tyaerith73,
"(40, 44]",Tyalaesu89,
"(40, 44]",Tyananurgue44,
"(40, 44]",Tyarithn67,
"(40, 44]",Tyeoralru41,
"(40, 44]",Tyeosri53,
"(40, 44]",Tyeudariasuir90,
"(40, 44]",Tyeuduen32,
"(40, 44]",Tyeurith29,
"(40, 44]",Tyialisti80,
"(40, 44]",Tyialisudeu65,
"(40, 44]",Tyida79,
"(40, 44]",Tyidaim51,
"(40, 44]",Tyidainu31,
"(40, 44]",Tyirinu79,
"(40, 44]",Tyisur83,
"(40, 44]",Umolrian85,
"(40, 44]",Undare39,
"(40, 44]",Undassa89,
"(40, 44]",Undilsan50,
"(40, 44]",Undimsya85,
"(40, 44]",Undirra73,
"(40, 44]",Undirrala66,
"(40, 44]",Undirrasta89,
"(40, 44]",Undista85,
"(40, 44]",Undjask33,
"(40, 44]",Undjaskla97,
"(40, 44]",Undosia27,
"(40, 44]",Undosian34,
"(40, 44]",Undotesta33,
"(40, 44]",Wailin72,
"(40, 44]",Yadacal26,
"(40, 44]",Yadaisuir65,
"(40, 44]",Yadam35,
"(40, 44]",Yadanu52,
"(40, 44]",Yadaphos40,
"(40, 44]",Yalae81,
"(40, 44]",Yalaeria91,
"(40, 44]",Yaliru88,
"(40, 44]",Yalo85,
"(40, 44]",Yalostiphos68,
"(40, 44]",Yana46,
"(40, 44]",Yarithllodeu72,
"(40, 44]",Yarithrgue83,
"(40, 44]",Yarithrin84,
"(40, 44]",Yarithsurgue62,
"(40, 44]",Yarolwen77,
"(40, 44]",Yasrisu92,
"(40, 44]",Yastyriaphos75,
"(40, 44]",Yasur35,
"(40, 44]",Yasur85,
"(40, 44]",Yathecal72,
"(40, 44]",Yathecal82,
"(40, 44]",Yathedeu43,
"(40, 44]",Yoishirrala98,
"(40, 44]",Zhisrisu83,
"(40, 44]",Zontibe81,
"(44, 48]",Adairialis76,
"(44, 48]",Adastirin33,
"(44, 48]",Aeda94,
"(44, 48]",Aela59,
"(44, 48]",Aelaria33,
"(44, 48]",Aelastirin39,
"(44, 48]",Aelidru27,
"(44, 48]",Aelin32,
"(44, 48]",Aelly27,
"(44, 48]",Aellynun67,
"(44, 48]",Aellyria80,
"(44, 48]",Aelollo59,
"(44, 48]",Aenarap34,
"(44, 48]",Aeral43,
"(44, 48]",Aeral68,
"(44, 48]",Aeral97,
"(44, 48]",Aeralria27,
"(44, 48]",Aeralstical35,
"(44, 48]",Aeri84,
"(44, 48]",Aerillorin70,
"(44, 48]",Aerithllora36,
"(44, 48]",Aerithnucal56,
"(44, 48]",Aerithnuphos61,
"(44, 48]",Aerithriaphos45,
"(44, 48]",Aerithriaphos46,
"(44, 48]",Aesri53,
"(44, 48]",Aesty53,
"(44, 48]",Aestysu37,
"(44, 48]",Aesur96,
"(44, 48]",Aesurstilis64,
"(44, 48]",Aethedru70,
"(44, 48]",Aidai53,
"(44, 48]",Aidai61,
"(44, 48]",Aidai73,
"(44, 48]",Aidaillodeu39,
"(44, 48]",Aidain51,
"(44, 48]",Aidaira26,
"(44, 48]",Aiduecal76,
"(44, 48]",Aiduesu86,
"(44, 48]",Aillyriadru65,
"(44, 48]",Aillyrin83,
"(44, 48]",Aina42,
"(44, 48]",Aina43,
"(44, 48]",Airi27,
"(44, 48]",Aisur51,
"(44, 48]",Aisurdru79,
"(44, 48]",Aisurria69,
"(44, 48]",Aithelis62,
"(44, 48]",Alaephos75,
"(44, 48]",Alaesu77,
"(44, 48]",Alaesu91,
"(44, 48]",Alarap40,
"(44, 48]",Ali84,
"(44, 48]",Alim85,
"(44, 48]",Alo38,
"(44, 48]",Anallorgue57,
"(44, 48]",Ardcil81,
"(44, 48]",Ardonmol96,
"(44, 48]",Arin32,
"(44, 48]",Arirgue63,
"(44, 48]",Assassa81,
"(44, 48]",Assassasta79,
"(44, 48]",Assastnya25,
"(44, 48]",Assehoan67,
"(44, 48]",Assesi91,
"(44, 48]",Assilsan72,
"(44, 48]",Assim27,1.7
"(44, 48]",Assirra56,
"(44, 48]",Assistasda42,
"(44, 48]",Assistasda90,
"(44, 48]",Assjaskan56,
"(44, 48]",Assjaskan73,
"(44, 48]",Assosia88,
"(44, 48]",Assylla81,
"(44, 48]",Asty82,
"(44, 48]",Asur53,
"(44, 48]",Asur96,
"(44, 48]",Baelollodeu94,
"(44, 48]",Bartassaya73,
"(44, 48]",Caesrinusuir82,
"(44, 48]",Ceoral34,
"(44, 48]",Chadadarla74,
"(44, 48]",Chadilsasta32,
"(44, 48]",Chadirra90,
"(44, 48]",Chadista79,
"(44, 48]",Chadistaya75,
"(44, 48]",Chadjask77,
"(44, 48]",Chadjask85,
"(44, 48]",Chadolyla44,
"(44, 48]",Chadossa56,
"(44, 48]",Chadossa89,
"(44, 48]",Chamadar79,
"(44, 48]",Chamadarnya73,
"(44, 48]",Chamadarsda63,
"(44, 48]",Chamalo71,
"(44, 48]",Chamassasya86,
"(44, 48]",Chamast86,
"(44, 48]",Chamastya76,
"(44, 48]",Chamilsala65,
"(44, 48]",Chamiman85,
"(44, 48]",Chamimla73,
"(44, 48]",Chamimla85,
"(44, 48]",Chamirra53,
"(44, 48]",Chamirrasya33,
"(44, 48]",Chamirraya83,
"(44, 48]",Chamistast30,
"(44, 48]",Chamjask73,
"(44, 48]",Chamjaskya75,
"(44, 48]",Chamossa77,
"(44, 48]",Chanadar44,
"(44, 48]",Chanastnya43,
"(44, 48]",Chanastsda67,
"(44, 48]",Chanastst38,
"(44, 48]",Chanastya70,
"(44, 48]",Chanilsasda38,
"(44, 48]",Chanilsast61,
"(44, 48]",Chanirra64,
"(44, 48]",Chanirra79,
"(44, 48]",Chanirrala39,
"(44, 48]",Chanirrasta87,
"(44, 48]",Chanista95,
"(44, 48]",Chanjask65,
"(44, 48]",Chanjaskan89,
"(44, 48]",Chanosia34,
"(44, 48]",Chanosia60,
"(44, 48]",Chanosian48,
"(44, 48]",Chanosiaya39,
"(44, 48]",Chanossanya44,
"(44, 48]",Chanossast57,
"(44, 48]",Chanuchi25,
"(44, 48]",Cosadar58,
"(44, 48]",Dyally87,
"(44, 48]",Ealiril69,
"(44, 48]",Ealrion88,
"(44, 48]",Ennalmol65,
"(44, 48]",Ennoncil86,
"(44, 48]",Ennrian78,
"(44, 48]",Eodailis27,
"(44, 48]",Eodairu79,
"(44, 48]",Eodaisu60,
"(44, 48]",Eolan54,
"(44, 48]",Eoral49,
"(44, 48]",Eoralrap26,
"(44, 48]",Eosrirgue62,
"(44, 48]",Eosurdru76,
"(44, 48]",Eratiel90,
"(44, 48]",Ermol76,
"(44, 48]",Errian63,
"(44, 48]",Eryon48,
"(44, 48]",Ethralista69,
"(44, 48]",Ethrasyon38,
"(44, 48]",Ethriel85,
"(44, 48]",Ethron58,
"(44, 48]",Eudanu32,
"(44, 48]",Eudanu84,
"(44, 48]",Eulae84,
"(44, 48]",Eulaestira36,
"(44, 48]",Eulanurin88,
"(44, 48]",Eulasuir89,
"(44, 48]",Eulolis41,
"(44, 48]",Eurisuru25,
"(44, 48]",Eurithphos97,
"(44, 48]",Eusri26,
"(44, 48]",Eusri44,
"(44, 48]",Eusri70,
"(44, 48]",Eustyria89,
"(44, 48]",Eusur90,
"(44, 48]",Eusurdeu49,
"(44, 48]",Euthe35,
"(44, 48]",Eyircil84,
"(44, 48]",Eyista89,
